LotArea,Utilities,OverallQual,OverallCond,YearRemodAdd,ExterQual,ExterCond,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,GarageFinish,GarageArea,GarageQual,GarageCond,OpenPorchSF,EnclosedPorch,ScreenPorch,YrSold,SalePrice,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MSSubClass_1-1/2 STORY - UNFINISHED ALL AGES,MSSubClass_1-1/2 STORY FINISHED ALL AGES,MSSubClass_1-STORY 1945 & OLDER,MSSubClass_1-STORY 1946 & NEWER ALL STYLES,MSSubClass_1-STORY PUD (Planned Unit Development) - 1946 & NEWER,MSSubClass_1-STORY W/FINISHED ATTIC ALL AGES,MSSubClass_2 FAMILY CONVERSION - ALL STYLES AND AGES,MSSubClass_2-1/2 STORY ALL AGES,MSSubClass_2-STORY 1945 & OLDER,MSSubClass_2-STORY 1946 & NEWER,MSSubClass_2-STORY PUD - 1946 & NEWER,MSSubClass_DUPLEX - ALL STYLES AND AGES,MSSubClass_PUD - MULTILEVEL - INCL SPLIT LEV/FOYER,MSSubClass_SPLIT FOYER,MSSubClass_SPLIT OR MULTI-LEVEL
7200,3,7,6,2000,3,2,3,1,851,651,3,1,3,6,5,2.0,270,3.0,3.0,0,112,0,2008,149000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17503,3,6,5,1950,3,3,3,1,912,546,3,1,3,6,5,1.0,330,3.0,3.0,0,0,0,2010,97500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9937,3,5,7,1999,3,4,5,1,1486,0,3,1,3,7,5,3.0,480,3.0,3.0,0,0,0,2009,167000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12384,3,7,7,1976,3,3,3,1,1142,793,3,1,3,7,5,2.0,550,3.0,3.0,113,252,0,2007,197900,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46589,3,8,7,2005,4,3,5,1,1686,762,4,1,4,8,5,2.0,711,3.0,3.0,76,0,0,2009,402000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13560,3,6,3,1968,3,3,4,1,1392,0,2,1,3,5,2,2.0,576,3.0,3.0,0,240,0,2009,110000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10012,3,4,5,1972,3,3,3,1,1181,0,3,1,3,6,5,2.0,588,3.0,3.0,0,180,0,2008,137500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20896,3,8,5,2006,4,3,5,1,2097,0,1,1,5,8,5,3.0,1134,3.0,3.0,267,0,0,2006,423000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11194,3,8,5,2000,4,3,5,1,1454,482,3,1,4,7,5,2.0,504,3.0,3.0,124,0,0,2006,230500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18450,3,6,5,1979,3,4,3,1,1465,915,3,1,3,7,1,1.0,596,3.0,3.0,265,0,0,2007,129000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8125,3,6,5,1998,3,3,5,1,1679,0,3,1,4,7,5,2.0,575,3.0,3.0,42,0,0,2008,193500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14175,3,5,6,1987,3,3,4,1,1437,0,3,1,3,6,4,1.0,576,3.0,3.0,0,0,0,2006,168000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11600,3,4,5,1950,3,3,5,1,1180,0,2,1,2,5,5,1.0,252,3.0,2.0,0,67,0,2006,137500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8633,3,6,5,2005,4,3,5,1,738,738,3,1,4,7,5,3.0,540,3.0,3.0,35,0,0,2009,173500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6629,3,6,6,1950,3,4,3,0,697,672,3,1,3,6,5,1.0,300,3.0,3.0,0,0,0,2009,103600,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11250,3,6,6,1977,4,3,3,1,1208,0,3,1,3,6,5,2.0,546,3.0,3.0,42,0,0,2006,165000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14442,3,6,7,2004,3,3,5,1,1839,0,3,1,4,7,5,3.0,416,3.0,3.0,87,0,200,2007,257500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9200,3,6,6,1965,3,3,3,1,1136,0,3,1,3,5,5,2.0,384,3.0,3.0,0,0,0,2008,140000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2289,3,6,6,1978,3,3,3,1,855,586,3,1,3,7,5,1.0,440,3.0,3.0,0,0,0,2009,148500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9600,3,4,2,1950,3,3,2,0,1095,679,4,2,3,8,4,1.0,779,2.0,2.0,0,90,0,2006,87000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9022,3,5,8,2006,4,3,5,1,792,0,2,1,4,5,5,1.0,240,2.0,2.0,0,120,0,2009,109500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11844,3,8,5,2008,4,3,5,1,2046,0,3,1,4,7,5,3.0,834,3.0,3.0,82,0,0,2009,372500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9945,3,5,5,1961,3,3,3,1,988,0,3,1,3,5,5,1.0,572,3.0,3.0,0,0,0,2007,128500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8012,3,6,5,1980,3,3,3,1,923,0,2,1,3,5,5,2.0,264,3.0,3.0,0,0,0,2010,143000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4500,3,5,5,2000,3,3,5,1,848,672,3,1,3,6,5,1.0,281,3.0,3.0,0,56,0,2009,159434,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2887,3,6,5,1997,3,3,5,1,1291,0,2,1,4,6,5,1.0,431,3.0,3.0,0,0,0,2008,173000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11248,3,9,5,2002,4,3,5,1,1668,0,3,1,4,7,5,3.0,702,3.0,3.0,45,0,0,2007,285000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16770,3,7,5,1998,4,3,4,1,1195,644,4,1,3,7,5,3.0,486,3.0,3.0,81,0,0,2010,221000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5062,3,7,5,1984,4,3,4,1,1190,900,3,1,4,6,4,3.0,577,3.0,3.0,0,0,0,2007,207500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10207,3,7,6,2007,4,3,5,1,874,887,3,1,4,7,5,3.0,578,3.0,3.0,105,0,0,2007,227875,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5105,3,7,5,2004,4,3,5,1,551,551,2,1,4,4,5,1.0,480,3.0,3.0,60,0,0,2007,148800,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8089,3,8,6,2007,4,3,5,1,1419,0,2,1,4,7,5,2.0,567,3.0,3.0,0,0,0,2007,392000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7577,3,6,5,2006,4,3,5,1,1362,0,2,1,4,6,5,2.0,460,3.0,3.0,28,0,0,2007,194700,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4426,3,6,5,2004,4,3,5,1,848,0,1,1,4,3,5,2.0,420,3.0,3.0,0,0,0,2008,141000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21535,3,10,6,1995,5,3,5,1,2444,1872,4,1,5,10,5,3.0,832,3.0,3.0,50,0,0,2007,755000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26178,3,7,5,1990,4,3,5,1,1238,1281,4,1,4,9,5,2.0,628,3.0,3.0,27,0,0,2006,335000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5400,3,5,6,1968,3,3,5,1,1073,0,2,1,3,4,5,1.0,326,3.0,3.0,0,112,0,2006,108480,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6120,3,5,6,1950,3,2,3,1,1067,472,3,1,3,5,5,1.0,576,3.0,3.0,0,0,0,2009,141500,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13811,3,6,6,1987,3,3,4,1,1137,0,2,1,4,5,5,1.0,551,3.0,3.0,0,0,0,2006,176000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,3,5,7,1950,3,3,4,1,616,0,2,1,3,4,5,1.0,205,3.0,3.0,0,129,0,2006,89000,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6420,3,5,7,1952,3,3,2,1,1148,0,2,1,3,6,5,1.0,308,3.0,3.0,0,0,0,2006,123500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8450,3,5,8,2009,3,4,5,1,894,0,3,1,3,5,5,1.0,336,3.0,3.0,144,0,0,2010,138500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4282,3,7,5,2004,4,3,5,1,1391,0,2,1,4,5,5,2.0,530,3.0,3.0,158,0,0,2008,196000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14331,3,8,5,2002,4,3,5,1,1800,0,3,1,4,7,5,3.0,765,3.0,3.0,78,0,0,2006,312500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9600,3,7,5,1969,3,3,3,1,1164,0,3,1,3,6,5,1.0,528,3.0,3.0,0,0,0,2006,140000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12438,3,8,5,2006,5,3,5,1,1264,1312,4,1,5,10,5,3.0,666,3.0,3.0,100,0,0,2006,361919,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7630,3,5,9,1996,3,4,4,1,1032,780,4,2,4,8,5,1.0,672,3.0,3.0,0,40,0,2010,140000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8400,3,7,5,2005,4,3,5,1,1484,0,3,1,4,7,5,2.0,606,3.0,3.0,35,0,0,2010,213000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5600,3,4,5,1950,2,2,2,0,372,720,3,2,2,7,3,0.0,0,0.0,0.0,0,0,0,2010,55000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
115149,3,7,5,2002,3,3,3,1,1824,0,2,1,4,5,5,1.0,739,3.0,3.0,48,0,0,2007,302000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6240,3,8,5,2006,4,3,5,1,1324,0,2,1,4,6,5,3.0,550,3.0,3.0,38,0,0,2009,254000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9018,3,7,5,2007,4,3,5,1,728,728,3,1,4,8,5,3.0,400,3.0,3.0,24,0,0,2007,179540,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7162,3,5,7,1966,3,3,3,1,904,0,3,1,3,6,5,1.0,408,3.0,3.0,0,0,0,2008,109900,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4130,3,3,6,2003,4,3,4,1,729,0,2,1,3,5,2,0.0,0,0.0,0.0,0,0,0,2008,52000,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8712,3,4,7,1950,3,3,4,1,859,319,2,1,3,7,5,2.0,384,3.0,3.0,0,98,0,2010,102776,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4671,3,8,5,1989,4,3,4,1,1228,0,2,1,4,5,5,3.0,472,3.0,3.0,120,0,0,2008,189000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9873,3,4,5,1970,3,3,3,0,960,0,3,1,3,6,5,1.0,576,3.0,3.0,288,0,0,2006,129000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13517,3,6,8,2005,4,3,5,1,725,754,3,1,4,6,5,2.0,475,3.0,3.0,44,0,0,2010,130500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10140,3,6,5,1974,3,3,3,1,1350,0,3,1,3,7,5,2.0,478,3.0,3.0,0,0,0,2009,165000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10800,3,7,8,1998,3,4,5,1,1576,978,3,1,3,8,5,1.0,704,3.0,3.0,48,143,0,2007,159500,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10000,3,5,6,2000,3,3,4,1,1178,0,3,1,4,5,5,1.0,439,3.0,3.0,0,0,0,2008,157000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10542,3,7,5,1994,4,3,5,1,1325,1093,3,1,4,9,5,2.0,983,3.0,3.0,154,216,0,2008,341000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9920,3,5,6,1969,3,3,3,1,971,0,3,1,3,5,5,1.0,300,3.0,3.0,0,0,0,2006,128500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6563,3,8,5,1985,4,3,3,1,1742,0,2,1,4,5,5,2.0,564,3.0,3.0,28,234,0,2006,275000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4426,3,6,5,2004,4,3,5,1,848,0,1,1,4,3,5,2.0,420,3.0,3.0,0,0,0,2010,143000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8120,3,4,7,1970,3,4,5,1,864,0,3,1,3,5,5,1.0,463,3.0,3.0,0,0,0,2009,124500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8172,3,4,6,1972,3,3,5,1,997,473,4,1,3,7,5,1.0,548,3.0,3.0,0,0,156,2008,135000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13286,3,9,5,2008,5,3,5,1,1698,0,3,1,5,8,5,3.0,768,3.0,3.0,64,0,0,2009,320000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6960,3,4,6,1970,3,3,3,1,864,0,3,1,4,5,5,1.0,660,3.0,3.0,0,0,0,2009,120500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21695,3,6,9,2007,4,4,5,1,1680,0,3,1,4,5,5,3.0,540,3.0,3.0,44,0,0,2009,222000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7314,3,7,5,2007,4,3,5,1,1232,0,2,1,4,6,5,2.0,632,3.0,3.0,0,0,0,2009,194500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11475,3,5,5,1958,3,3,3,1,1776,0,4,2,3,9,5,1.0,888,3.0,3.0,25,0,0,2009,110000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6240,3,4,5,1950,3,3,3,1,848,0,2,1,3,5,5,1.0,539,3.0,3.0,23,112,0,2009,103000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5389,3,8,5,1996,4,3,5,1,1616,0,2,1,4,5,5,2.0,608,3.0,3.0,152,0,0,2010,236500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9590,3,7,5,2003,4,3,5,1,1146,0,3,1,4,6,5,3.0,438,3.0,3.0,22,0,0,2007,187500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11404,3,7,5,1999,4,3,5,1,1153,878,3,1,4,8,5,3.0,541,3.0,3.0,84,0,0,2008,222500,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10000,3,5,6,1983,3,3,5,1,1144,0,3,1,3,6,5,2.0,264,3.0,3.0,0,0,0,2009,131400,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8978,3,5,5,1968,3,3,3,1,948,0,3,1,3,6,5,1.0,300,3.0,3.0,0,0,0,2007,108000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10800,3,7,7,1970,3,3,2,0,880,888,2,1,3,6,5,1.0,320,3.0,3.0,341,0,0,2006,163000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8544,3,3,4,1950,3,3,4,0,1040,0,2,2,3,6,5,1.0,400,3.0,3.0,0,0,0,2006,93500,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
